Question,Answer
Не говори плохо о свиньях. Они намного лучше многих людей.,Не говори плохо о свиньях. Они намного лучше многих людей.
"Незыблемая середина — эта добродетель наивысшая из всех, но давно уже редка среди людей.","Незыблемая середина — эта добродетель наивысшая из всех, но давно уже редка среди людей."
Всю свою жизнь я проплавала в унитазе стилем баттерфляй.,Всю свою жизнь я проплавала в унитазе стилем баттерфляй.
Самый бездарный способ распорядиться своей жизнью - все время плыть по течению.,Самый бездарный способ распорядиться своей жизнью - все время плыть по течению.
Глубина близости к другому человеку обратно пропорциональна количеству прочих людей в нашей жизни.,Глубина близости к другому человеку обратно пропорциональна количеству прочих людей в нашей жизни.
"Старость - это время, когда свечи на именинном пироге обходятся дороже самого пирога, а половина мочи идет на анализы.","Старость - это время, когда свечи на именинном пироге обходятся дороже самого пирога, а половина мочи идет на анализы."
"Я заметила, что если не кушать хлеб, сахар, жирное мясо, не пить пиво с рыбкой – морда становится меньше, но грустнее.","Я заметила, что если не кушать хлеб, сахар, жирное мясо, не пить пиво с рыбкой – морда становится меньше, но грустнее."
"Подлинное счастье стоит недорого: если за него приходится платить высокую цену, значит, это фальшивка.","Подлинное счастье стоит недорого: если за него приходится платить высокую цену, значит, это фальшивка."
"Средь малых действуя, мельчаешь,
А средь больших и сам растешь.","Средь малых действуя, мельчаешь,
А средь больших и сам растешь."
"Люди хотят для себя богатства и славы; если то и другое нельзя обрести честно, следует их избегать. Люди страшатся бедности и безвестности; если того и другого нельзя избежать, не теряя чести, следует их принять.","Люди хотят для себя богатства и славы; если то и другое нельзя обрести честно, следует их избегать. Люди страшатся бедности и безвестности; если того и другого нельзя избежать, не теряя чести, следует их принять."
"Если отнять у человека способность мечтать, то отпадёт одна из самых мощных побудительных причин, рождающих культуру, искусство, науку и желание борьбы во имя прекрасного будущего.","Если отнять у человека способность мечтать, то отпадёт одна из самых мощных побудительных причин, рождающих культуру, искусство, науку и желание борьбы во имя прекрасного будущего."
"Только раз, и то если очень повезет, ты встречаешь человека, который разделяет твою жизнь на две части, до встречи с ним и после.","Только раз, и то если очень повезет, ты встречаешь человека, который разделяет твою жизнь на две части, до встречи с ним и после."
"Любой поступок в вашей жизни может показаться ничтожной малостью, и все равно крайне важно его совершить.","Любой поступок в вашей жизни может показаться ничтожной малостью, и все равно крайне важно его совершить."
"Я знаю мир: в нём вор сидит на воре,
Мудрец всегда проигрывает спор с глупцом,
Бесчестный – честного стыдит,
А капля счастья тонет в море горя...","Я знаю мир: в нём вор сидит на воре,
Мудрец всегда проигрывает спор с глупцом,
Бесчестный – честного стыдит,
А капля счастья тонет в море горя..."
"Ведь я только всего и хочу, чтобы все всегда было по-моему.","Ведь я только всего и хочу, чтобы все всегда было по-моему."
"Рука черпнуть воды искала! Не сбылось.
И ноги жаждали привала! Не сбылось.
Но более всего обидно мне за сердце,
Как сладостно оно мечтало! Не сбылось.","Рука черпнуть воды искала! Не сбылось.
И ноги жаждали привала! Не сбылось.
Но более всего обидно мне за сердце,
Как сладостно оно мечтало! Не сбылось."
"Развеселись! В плен не поймать ручья?
Зато ласкает беглая струя!
Нет в женщинах и в жизни постоянства?
Зато бывает очередь твоя!","Развеселись! В плен не поймать ручья?
Зато ласкает беглая струя!
Нет в женщинах и в жизни постоянства?
Зато бывает очередь твоя!"
Благородный помогает людям увидеть доброе в себе и не поучает людей видеть в себе дурное. А низкий человек поступает наоборот.,Благородный помогает людям увидеть доброе в себе и не поучает людей видеть в себе дурное. А низкий человек поступает наоборот.
"Я живу в уединении, дабы достичь своей цели, и следую должному, дабы претворить свою правду. Я слышал эти слова, но никогда не встречал такого человека.","Я живу в уединении, дабы достичь своей цели, и следую должному, дабы претворить свою правду. Я слышал эти слова, но никогда не встречал такого человека."
"То, чего не можешь заполучить, всегда кажется лучше того, что имеешь. В этом и состоит романтика и идиотизм человеческой жизни.","То, чего не можешь заполучить, всегда кажется лучше того, что имеешь. В этом и состоит романтика и идиотизм человеческой жизни."
"Знаешь, что важно взять из детства во взрослую жизнь? Мечту. И постараться, чтобы у этой мечты не выцвели глаза...","Знаешь, что важно взять из детства во взрослую жизнь? Мечту. И постараться, чтобы у этой мечты не выцвели глаза..."
"У матери уходит двадцать лет на то, чтобы сделать из мальчика мужчину, а другая женщина за двадцать минут сделает из мужчины идиота.","У матери уходит двадцать лет на то, чтобы сделать из мальчика мужчину, а другая женщина за двадцать минут сделает из мужчины идиота."
"Строить правильно отношения труднее всего с женщинами и низкими людьми. Если приблизишь их к себе — они станут развязными, если удалишь от себя — возненавидят.","Строить правильно отношения труднее всего с женщинами и низкими людьми. Если приблизишь их к себе — они станут развязными, если удалишь от себя — возненавидят."
"Попытайтесь быть хотя бы немного добрее, и вы увидите, что будете не в состоянии совершить дурной поступок.","Попытайтесь быть хотя бы немного добрее, и вы увидите, что будете не в состоянии совершить дурной поступок."
"Нас часто ждут именно там, куда мы возвращаться не хотим.","Нас часто ждут именно там, куда мы возвращаться не хотим."
(Глядя на прореху в своей юбке) Напора красоты не может сдержать ничто!,(Глядя на прореху в своей юбке) Напора красоты не может сдержать ничто!
"Никогда ведь не знаешь, насколько ты привязан к человеку, пока эта связь не оборвется.","Никогда ведь не знаешь, насколько ты привязан к человеку, пока эта связь не оборвется."
У каждого человека свои звезды.,У каждого человека свои звезды.
"Как ни крути, женщина в жизни мужчины бывает только одна. Все остальные — ее тени...","Как ни крути, женщина в жизни мужчины бывает только одна. Все остальные — ее тени..."
"Люди всегда смешны. И если осознать это, жизнь кажется намного легче.","Люди всегда смешны. И если осознать это, жизнь кажется намного легче."
"А знаете — ведь тут все дело в привычке. Когда столько людей приходили в твою жизнь и уходили из нее, — привыкаешь ко всему. И к встречам, и к расставаниям. В сущности, это все равно что перейти от тира к карусели.","А знаете — ведь тут все дело в привычке. Когда столько людей приходили в твою жизнь и уходили из нее, — привыкаешь ко всему. И к встречам, и к расставаниям. В сущности, это все равно что перейти от тира к карусели."
"Встанем утром и руки друг другу пожмем,
На минуту забудем о горе своем,
С наслаждением вдохнем этот утренний воздух,
Полной грудью, пока еще дышим, вдохнем.","Встанем утром и руки друг другу пожмем,
На минуту забудем о горе своем,
С наслаждением вдохнем этот утренний воздух,
Полной грудью, пока еще дышим, вдохнем."
"Свобода человека в современном мире похожа на свободу человека, разгадывающего кроссворд: теоретически, он может вписать любое слово, но на самом деле он должен вписать только одно, чтобы кроссворд решился.","Свобода человека в современном мире похожа на свободу человека, разгадывающего кроссворд: теоретически, он может вписать любое слово, но на самом деле он должен вписать только одно, чтобы кроссворд решился."
"Видеть цель, верить в себя и не замечать препятствий!","Видеть цель, верить в себя и не замечать препятствий!"
"Благородный знает о своем превосходстве, но избегает соперничества. Он ладит со всеми, но ни с кем не вступает в сговор.","Благородный знает о своем превосходстве, но избегает соперничества. Он ладит со всеми, но ни с кем не вступает в сговор."
"Правду следует подавать так, как подают пальто, а не швырять в лицо, как мокрое полотенце.","Правду следует подавать так, как подают пальто, а не швырять в лицо, как мокрое полотенце."
"Случается иногда, что жизнь разводит двоих людей только для того, чтобы показать обоим, как они важны друг для друга.","Случается иногда, что жизнь разводит двоих людей только для того, чтобы показать обоим, как они важны друг для друга."
"Таков человек: по-настоящему он дорожит только тем, что у него отнято.","Таков человек: по-настоящему он дорожит только тем, что у него отнято."
"К тайнам ты не пускай подлеца — их скрывай,
И секреты храни от глупца — их скрывай,
Посмотри на себя меж людей проходящих,
О надеждах молчи до конца — их скрывай!","К тайнам ты не пускай подлеца — их скрывай,
И секреты храни от глупца — их скрывай,
Посмотри на себя меж людей проходящих,
О надеждах молчи до конца — их скрывай!"
Жизнь слишком длинна для одной любви.,Жизнь слишком длинна для одной любви.
"Худший способ скучать по человеку — это быть с ним и понимать, что он никогда не будет твоим.","Худший способ скучать по человеку — это быть с ним и понимать, что он никогда не будет твоим."
"Никого не любить — это величайший дар, делающий тебя непобедимым, так как никого не любя, ты лишаешься самой страшной боли.","Никого не любить — это величайший дар, делающий тебя непобедимым, так как никого не любя, ты лишаешься самой страшной боли."
Только о двух вещах мы будем жалеть на смертном одре — что мало любили и мало путешествовали.,Только о двух вещах мы будем жалеть на смертном одре — что мало любили и мало путешествовали.
"Не делай другому того, чего себе не пожелаешь.","Не делай другому того, чего себе не пожелаешь."
"Если б мне всемогущество было дано -
Я бы небо такое низринул давно
И воздвиг бы другое, разумное небо
Чтобы только достойных любило оно.","Если б мне всемогущество было дано -
Я бы небо такое низринул давно
И воздвиг бы другое, разумное небо
Чтобы только достойных любило оно."
"Женщины любят подчиняться, но не выносят, когда их жертвы не получают должной оценки. Мужчины же не умеют ценить женщин, которые внимательны к ним.","Женщины любят подчиняться, но не выносят, когда их жертвы не получают должной оценки. Мужчины же не умеют ценить женщин, которые внимательны к ним."
"Над шрамом шутит тот, кто не был ранен.","Над шрамом шутит тот, кто не был ранен."
"Одиночество не имеет никакого отношения к тому, много у нас знакомых или мало.","Одиночество не имеет никакого отношения к тому, много у нас знакомых или мало."
"Пусть будет нашей высшей целью одно: говорить, как чувствуем, и жить, как говорим.","Пусть будет нашей высшей целью одно: говорить, как чувствуем, и жить, как говорим."
"Кто битым жизнью был, тот большего добьется.
Пуд соли съевший, выше ценит мед.
Кто слезы лил, тот искренней смеется.
Кто умирал, тот знает, что живет...","Кто битым жизнью был, тот большего добьется.
Пуд соли съевший, выше ценит мед.
Кто слезы лил, тот искренней смеется.
Кто умирал, тот знает, что живет..."
"Каждый, подобно луне, имеет свою темную сторону, которую не показывает никому.","Каждый, подобно луне, имеет свою темную сторону, которую не показывает никому."
"Жизнь — как вождение велосипеда. Чтобы сохранить равновесие, ты должен двигаться.","Жизнь — как вождение велосипеда. Чтобы сохранить равновесие, ты должен двигаться."
"Достойный человек не идет по следам других людей. Оценивая мирские дела, благородный муж ничего не отвергает и не одобряет, а все меряет справедливостью.","Достойный человек не идет по следам других людей. Оценивая мирские дела, благородный муж ничего не отвергает и не одобряет, а все меряет справедливостью."
Есть два пути избавить вас от страдания: быстрая смерть и продолжительная любовь.,Есть два пути избавить вас от страдания: быстрая смерть и продолжительная любовь.
"Есть принципы более важные, чем даже жизнь. За некоторые идеи стоит умереть.","Есть принципы более важные, чем даже жизнь. За некоторые идеи стоит умереть."
Худой мир лучше доброй войны.,Худой мир лучше доброй войны.
"Только суть, как достойно мужчин, говори,
Лишь ответствуя — слов господин — говори.
Уха два, а язык дан один не случайно —
Дважды слушай и раз лишь один — говори!","Только суть, как достойно мужчин, говори,
Лишь ответствуя — слов господин — говори.
Уха два, а язык дан один не случайно —
Дважды слушай и раз лишь один — говори!"
"Если государь чтит родителей, то и простой люд будет человечным. Если господин не забывает старых друзей, то и слуги его не будут бездушными.","Если государь чтит родителей, то и простой люд будет человечным. Если господин не забывает старых друзей, то и слуги его не будут бездушными."
"Чтобы великолепно выглядеть, не обязательно быть молодой и красивой.","Чтобы великолепно выглядеть, не обязательно быть молодой и красивой."
"Важно не то, долго ли, а правильно ли ты прожил.","Важно не то, долго ли, а правильно ли ты прожил."
"Если больной очень хочет жить, врачи бессильны.","Если больной очень хочет жить, врачи бессильны."
"Что хочешь помнить, то всегда помнишь.","Что хочешь помнить, то всегда помнишь."
"Сказка - это когда женился на лягушке, а она оказалась царевной. А быль - это когда наоборот.","Сказка - это когда женился на лягушке, а она оказалась царевной. А быль - это когда наоборот."
Отпускайте идиотов и клоунов из своей жизни. Цирк должен гастролировать.,Отпускайте идиотов и клоунов из своей жизни. Цирк должен гастролировать.
"Один плюс один, если только это те единицы, может равняться бесконечности.","Один плюс один, если только это те единицы, может равняться бесконечности."
"Человек начинает жить лишь тогда, когда ему удается превзойти самого себя.","Человек начинает жить лишь тогда, когда ему удается превзойти самого себя."
"Кто в мыслях готов совершить преступление, тот, может быть, даже преступнее того, кто совершил его.","Кто в мыслях готов совершить преступление, тот, может быть, даже преступнее того, кто совершил его."
Жизнь — это затяжной прыжок из п...ды в могилу.,Жизнь — это затяжной прыжок из п...ды в могилу.
У меня хватило ума глупо прожить жизнь.,У меня хватило ума глупо прожить жизнь.
"Жизнь — это очередь за смертью, но некоторые лезут без очереди.","Жизнь — это очередь за смертью, но некоторые лезут без очереди."
"Не отворачивайся от возможного будущего, пока ты не уверен, что там нет ничего, чему ты смог бы научиться.","Не отворачивайся от возможного будущего, пока ты не уверен, что там нет ничего, чему ты смог бы научиться."
Правду говорить легко и приятно.,Правду говорить легко и приятно.
"Странное дело. Самые естественные вещи вгоняют человека в краску, а подлость — никогда.","Странное дело. Самые естественные вещи вгоняют человека в краску, а подлость — никогда."
"Нельзя предотвратить войну, готовясь к ней.","Нельзя предотвратить войну, готовясь к ней."
"Я не знаю, каким оружием будет вестись третья мировая война, но четвёртая — палками и камнями.","Я не знаю, каким оружием будет вестись третья мировая война, но четвёртая — палками и камнями."
В большинстве случаев людям причиняет боль не происходящее — их ранят собственные ожидания.,В большинстве случаев людям причиняет боль не происходящее — их ранят собственные ожидания.
"Мы часто восхищаемся поступками, на которые сами не способны.","Мы часто восхищаемся поступками, на которые сами не способны."
"В свое время Сократ мне сказал: «Женись непременно. Попадется хорошая жена — станешь счастливым. Плохая — станешь философом.» Не знаю, что лучше.","В свое время Сократ мне сказал: «Женись непременно. Попадется хорошая жена — станешь счастливым. Плохая — станешь философом.» Не знаю, что лучше."
"Истинная ценность человека определяется тем, насколько он освободился от эгоизма и какими средствами он этого добился.","Истинная ценность человека определяется тем, насколько он освободился от эгоизма и какими средствами он этого добился."
"Не заводи знакомства с теми, кто новых друзей предпочитает старым. Знай: как изменили нам, старым, испытанным товарищам, так изменят и новым.","Не заводи знакомства с теми, кто новых друзей предпочитает старым. Знай: как изменили нам, старым, испытанным товарищам, так изменят и новым."
"Не трать время на человека, который не стремится провести его с тобой.","Не трать время на человека, который не стремится провести его с тобой."
"В жизни так бывает: иногда ты наверху, а иногда внизу. Наверху кажется, что лучше не бывает, а внизу — что ты никогда не сможешь снова подняться. Но жизнь продолжается.","В жизни так бывает: иногда ты наверху, а иногда внизу. Наверху кажется, что лучше не бывает, а внизу — что ты никогда не сможешь снова подняться. Но жизнь продолжается."
"Никогда не возвращайся к тому, от чего решила уйти. Как бы сильно тебя не просили, и как бы тебе не хотелось самой. Покорив одну гору, начинай штурмовать другую.","Никогда не возвращайся к тому, от чего решила уйти. Как бы сильно тебя не просили, и как бы тебе не хотелось самой. Покорив одну гору, начинай штурмовать другую."
"Если вы хотите иметь то, что никогда не имели, — начните делать то, что никогда не делали.","Если вы хотите иметь то, что никогда не имели, — начните делать то, что никогда не делали."
"Жизнь соткана из вещества, называемого радостью. Оно не нуждается в причине, в обоснованности. У несчастного человека есть причина для несчастья, а счастливый счастлив без причин.","Жизнь соткана из вещества, называемого радостью. Оно не нуждается в причине, в обоснованности. У несчастного человека есть причина для несчастья, а счастливый счастлив без причин."
"Любой обман может исцелить, если пациент твердо верит в него.","Любой обман может исцелить, если пациент твердо верит в него."
Счастье — это когда у тебя все дома!,Счастье — это когда у тебя все дома!
"В этом мире неверном не будь дураком:
Полагаться не вздумай на тех, кто кругом.
Трезвым оком взгляни на ближайшего друга -
Друг, возможно, окажется злейшим врагом.","В этом мире неверном не будь дураком:
Полагаться не вздумай на тех, кто кругом.
Трезвым оком взгляни на ближайшего друга -
Друг, возможно, окажется злейшим врагом."
"Не желайте здоровья и богатства, а желайте удачи, ибо на ""Титанике"" все были богаты и здоровы, а удачливыми оказались единицы!","Не желайте здоровья и богатства, а желайте удачи, ибо на ""Титанике"" все были богаты и здоровы, а удачливыми оказались единицы!"
"Если вы говорите только правду, вам не нужно ни о чем помнить.","Если вы говорите только правду, вам не нужно ни о чем помнить."
"Не беспокойся о том, что у тебя нет высокого чина. Беспокойся о том, достоин ли ты того, чтобы иметь высокий чин. Не беспокойся о том, что тебя не знают. Беспокойся о том, достоин ли ты того, чтобы тебя знали.","Не беспокойся о том, что у тебя нет высокого чина. Беспокойся о том, достоин ли ты того, чтобы иметь высокий чин. Не беспокойся о том, что тебя не знают. Беспокойся о том, достоин ли ты того, чтобы тебя знали."
Посылать людей на войну необученными — значит предавать их.,Посылать людей на войну необученными — значит предавать их.
"Учитесь у вчера, живите сегодня, надейтесь на завтра. Главное — не прекращать задавать вопросы... Никогда не теряйте священной любознательности.","Учитесь у вчера, живите сегодня, надейтесь на завтра. Главное — не прекращать задавать вопросы... Никогда не теряйте священной любознательности."
Первый закон жизни: опасность обостряет чувства.,Первый закон жизни: опасность обостряет чувства.
"Ничто не принесет такой пользы человеческому здоровью и не увеличит шансы сохранения жизни на Земле, как распространение вегетарианства.","Ничто не принесет такой пользы человеческому здоровью и не увеличит шансы сохранения жизни на Земле, как распространение вегетарианства."
"Воистину, на свете есть и травы, не дающие цветов, и цветы, не дающие плодов!","Воистину, на свете есть и травы, не дающие цветов, и цветы, не дающие плодов!"
"Проклятый девятнадцатый век, проклятое воспитание: не могу стоять, когда мужчины сидят.","Проклятый девятнадцатый век, проклятое воспитание: не могу стоять, когда мужчины сидят."
"Танцуй так, как будто на тебя никто не смотрит. Пой, как будто тебя никто не слышит. Люби так, как будто тебя никогда не предавали, и живи так, как будто земля — это рай.","Танцуй так, как будто на тебя никто не смотрит. Пой, как будто тебя никто не слышит. Люби так, как будто тебя никогда не предавали, и живи так, как будто земля — это рай."
"Бояться любви — значит бояться жизни, а тот, кто боится жизни, на три четверти мертв.","Бояться любви — значит бояться жизни, а тот, кто боится жизни, на три четверти мертв."
"Знайся только с достойными дружбы людьми,
С подлецами не знайся, себя не срами,
Если подлый лекарство подаст тебе — вылей!
Если мудрый подаст тебе яду — прими!","Знайся только с достойными дружбы людьми,
С подлецами не знайся, себя не срами,
Если подлый лекарство подаст тебе — вылей!
Если мудрый подаст тебе яду — прими!"
"Любовь несовместима с жизнью. Те, кто истинно любят друг друга, мечтают не жить вместе, а вместе умереть.","Любовь несовместима с жизнью. Те, кто истинно любят друг друга, мечтают не жить вместе, а вместе умереть."
"Часть людей обольщается жизнью земной,
Часть — в мечтах обращается к жизни иной.
Смерть — стена. И при жизни никто не узнает
Высшей истины, скрытой за этой стеной.","Часть людей обольщается жизнью земной,
Часть — в мечтах обращается к жизни иной.
Смерть — стена. И при жизни никто не узнает
Высшей истины, скрытой за этой стеной."
"Если судьба преподносит тебе лимон, сделай из него лимонад.","Если судьба преподносит тебе лимон, сделай из него лимонад."
"Там хорошо, где нас нет.","Там хорошо, где нас нет."
"По своим природным задаткам люди друг другу близки, а по своим привычкам друг от друга далеки.","По своим природным задаткам люди друг другу близки, а по своим привычкам друг от друга далеки."
"Мы пьем не потому, что тянемся к веселью,
И не разнузданность себе мы ставим целью.
Мы от самих себя хотим на миг уйти
И потому к хмельному склонны зелью.","Мы пьем не потому, что тянемся к веселью,
И не разнузданность себе мы ставим целью.
Мы от самих себя хотим на миг уйти
И потому к хмельному склонны зелью."
"Когда наконец дождешься, выясняется, что и ждать-то не стоило. Тогда начинаешь ждать чего-нибудь другого.","Когда наконец дождешься, выясняется, что и ждать-то не стоило. Тогда начинаешь ждать чего-нибудь другого."
"Меняем реки, страны, города...
Иные двери... Новые года...
А никуда нам от себя не деться,
А если деться — только в никуда.","Меняем реки, страны, города...
Иные двери... Новые года...
А никуда нам от себя не деться,
А если деться — только в никуда."
"Дай женщине пожить несколько дней такой жизнью, какую обычно ты ей предложить не можешь, и наверняка потеряешь ее. Она попытается обрести эту жизнь вновь, но уже с кем-нибудь другим, способным обеспечивать ее всегда.","Дай женщине пожить несколько дней такой жизнью, какую обычно ты ей предложить не можешь, и наверняка потеряешь ее. Она попытается обрести эту жизнь вновь, но уже с кем-нибудь другим, способным обеспечивать ее всегда."
"Жить надо так, чтобы тебя помнили и сволочи.","Жить надо так, чтобы тебя помнили и сволочи."
"Каждый из нас — это половинка человека, рассеченного на две части. И поэтому каждый всегда ищет соответствующую ему половину.","Каждый из нас — это половинка человека, рассеченного на две части. И поэтому каждый всегда ищет соответствующую ему половину."
"Мудрец не тот, кто приобрел немало книг, а тот кто их прочел и многое постиг.","Мудрец не тот, кто приобрел немало книг, а тот кто их прочел и многое постиг."
"Что случилось однажды, может никогда больше не случится. Но то, что случилось два раза, непременно случится и в третий.","Что случилось однажды, может никогда больше не случится. Но то, что случилось два раза, непременно случится и в третий."
"Пока есть возможность, живите весело!","Пока есть возможность, живите весело!"
Немногое на свете долго бывает важным.,Немногое на свете долго бывает важным.
"Полезнее пройти путь жизни, чем всю вселенную.","Полезнее пройти путь жизни, чем всю вселенную."
"Будь весел! Не навек твоя пора -
Пройдёт сегодня, как прошло вчера.","Будь весел! Не навек твоя пора -
Пройдёт сегодня, как прошло вчера."
"Если ты четко знаешь, чего хочешь – живи как тебе нравится, и неважно, что там о тебе думают остальные.","Если ты четко знаешь, чего хочешь – живи как тебе нравится, и неважно, что там о тебе думают остальные."
"Не познав судьбы, нельзя стать благородным мужем. Не познав должного, нельзя обрести опору в жизни. Не научившись понимать истинный смысл слов, нельзя знать людей.","Не познав судьбы, нельзя стать благородным мужем. Не познав должного, нельзя обрести опору в жизни. Не научившись понимать истинный смысл слов, нельзя знать людей."
"Память согревает человека изнутри, и в то же время рвет его на части.","Память согревает человека изнутри, и в то же время рвет его на части."
"Стремись не к тому, чтобы добиться успеха, а к тому, чтобы твоя жизнь имела смысл.","Стремись не к тому, чтобы добиться успеха, а к тому, чтобы твоя жизнь имела смысл."
"Тех, кого мы обидели, мы обычно ненавидим.","Тех, кого мы обидели, мы обычно ненавидим."
