Question,Answer
"Ешь, пей, спи, дыши и перестань смотреть на меня такими глазами, будто первый раз видишь.","Ешь, пей, спи, дыши и перестань смотреть на меня такими глазами, будто первый раз видишь."
"Человек должен уметь иногда посмеяться над собой, иначе он сойдет с ума. Об этом, к сожалению, знают очень немногие, и поэтому в мире так много сумасшедших.","Человек должен уметь иногда посмеяться над собой, иначе он сойдет с ума. Об этом, к сожалению, знают очень немногие, и поэтому в мире так много сумасшедших."
"В трагедии мы участвуем, комедии только смотрим.","В трагедии мы участвуем, комедии только смотрим."
"Тосковать о том, кого любишь, много легче, нежели жить с тем, кого ненавидишь.","Тосковать о том, кого любишь, много легче, нежели жить с тем, кого ненавидишь."
"Никогда не отчаивайтесь. Иногда всё складывается так плохо, хоть вешайся, а — глядь — завтра жизнь круто переменилась.","Никогда не отчаивайтесь. Иногда всё складывается так плохо, хоть вешайся, а — глядь — завтра жизнь круто переменилась."
"Когда у попрыгуньи болят ноги, она прыгает сидя.","Когда у попрыгуньи болят ноги, она прыгает сидя."
"Свою слепить бы жизнь из самых умных дел
Там не додумался, тут вовсе не сумел.
Но Время — вот у нас учитель расторопный!
Как подзатыльник даст, ты малость поумнел.","Свою слепить бы жизнь из самых умных дел
Там не додумался, тут вовсе не сумел.
Но Время — вот у нас учитель расторопный!
Как подзатыльник даст, ты малость поумнел."
"Человек сам отнимает у себя все свое существование, так как все время живет лишь как бы предварительно, между прочим, — пока не умрет.","Человек сам отнимает у себя все свое существование, так как все время живет лишь как бы предварительно, между прочим, — пока не умрет."
"Кто в деле смел, тот слов не устрашится.","Кто в деле смел, тот слов не устрашится."
"Между нами никогда не было больше того, что приносил случай. Но, может быть, как раз это и привязывает и обязывает людей сильней, чем многое другое.","Между нами никогда не было больше того, что приносил случай. Но, может быть, как раз это и привязывает и обязывает людей сильней, чем многое другое."
"Никогда не пытайтесь свести счеты с вашими врагами, потому что этим вы принесете себе гораздо больше вреда, чем им. Поступайте как генерал Эйзенхауэр: никогда не думайте ни минуты о людях, которые вам неприятны.","Никогда не пытайтесь свести счеты с вашими врагами, потому что этим вы принесете себе гораздо больше вреда, чем им. Поступайте как генерал Эйзенхауэр: никогда не думайте ни минуты о людях, которые вам неприятны."
С плохими законами и хорошими чиновниками вполне можно править страной.,С плохими законами и хорошими чиновниками вполне можно править страной.
Бессмысленно продолжать делать то же самое и ждать других результатов.,Бессмысленно продолжать делать то же самое и ждать других результатов.
"Частные воры влачат жизнь в колодках и узах, общественные — в золоте и пурпуре.","Частные воры влачат жизнь в колодках и узах, общественные — в золоте и пурпуре."
"Благородный думает о должном. Низкий человек думает о том, что выгодно.","Благородный думает о должном. Низкий человек думает о том, что выгодно."
"Если у тебя нет хребта, не лезь вон из кожи.","Если у тебя нет хребта, не лезь вон из кожи."
"Лучше уж самому давить, чем позволять, чтоб другие тебя давили.","Лучше уж самому давить, чем позволять, чтоб другие тебя давили."
"Для того, чтобы быть счастливым, нужно иметь хороший желудок, злое сердце и вовсе не иметь совести.","Для того, чтобы быть счастливым, нужно иметь хороший желудок, злое сердце и вовсе не иметь совести."
Ограниченность удовольствия только увеличивает его ценность.,Ограниченность удовольствия только увеличивает его ценность.
"Толстой сказал, что смерти нет, а есть любовь и память сердца. Память сердца так мучительна, лучше бы ее не было... Лучше бы память навсегда убить.","Толстой сказал, что смерти нет, а есть любовь и память сердца. Память сердца так мучительна, лучше бы ее не было... Лучше бы память навсегда убить."
"Есть что-то инфантильное в ожидании того, что смысл и цель в вашу жизнь обязан внести кто-то другой (родители — когда речь идёт о детях, бог — в случае взрослых).","Есть что-то инфантильное в ожидании того, что смысл и цель в вашу жизнь обязан внести кто-то другой (родители — когда речь идёт о детях, бог — в случае взрослых)."
"Когда живешь обычной жизнью, тоска пропитывает все: желтеющие страницы книг, зубную щетку в ванной, сообщения в мобильном телефоне.","Когда живешь обычной жизнью, тоска пропитывает все: желтеющие страницы книг, зубную щетку в ванной, сообщения в мобильном телефоне."
"Сама по себе жизнь ничего не означает до тех пор, пока не появляется человек, пытающийся истолковать её явления.","Сама по себе жизнь ничего не означает до тех пор, пока не появляется человек, пытающийся истолковать её явления."
"Только будучи готовыми проиграть, вы станете бесстрашными.","Только будучи готовыми проиграть, вы станете бесстрашными."
"Истинно мягкими могут быть только люди с твёрдым характером; у остальных же кажущая мягкость – это чаще всего просто слабость, которая легко превращается в озлобленность.","Истинно мягкими могут быть только люди с твёрдым характером; у остальных же кажущая мягкость – это чаще всего просто слабость, которая легко превращается в озлобленность."
"С возрастом начинает казаться, что мир вокруг становится хуже. Даже при внешних признаках благополучия.","С возрастом начинает казаться, что мир вокруг становится хуже. Даже при внешних признаках благополучия."
Невежество сближало людей. Профессионализм их разделяет.,Невежество сближало людей. Профессионализм их разделяет.
"Когда ведешь разговор или спор, веди его так, как если бы ты играл в шахматы.","Когда ведешь разговор или спор, веди его так, как если бы ты играл в шахматы."
"Я никогда не говорил, что все актеры — быдло. Я говорил, что с актерами следует обращаться, как с быдлом.","Я никогда не говорил, что все актеры — быдло. Я говорил, что с актерами следует обращаться, как с быдлом."
"Законное насилие для нас почти неощутимо, потому что слишком привычно.","Законное насилие для нас почти неощутимо, потому что слишком привычно."
Человек никогда не может закалиться. Он может только ко многому привыкнуть.,Человек никогда не может закалиться. Он может только ко многому привыкнуть.
"Благородный, привязанный к домашнему уюту, не достоин зваться таковым.","Благородный, привязанный к домашнему уюту, не достоин зваться таковым."
"Я никогда не менялась, я просто все более становилась собой.","Я никогда не менялась, я просто все более становилась собой."
Я до неприличия люблю жизнь.,Я до неприличия люблю жизнь.
"У философов и у детей есть одна благородная черта — они не придают значения никаким различиям между людьми — ни социальным, ни умственным, ни внешним.","У философов и у детей есть одна благородная черта — они не придают значения никаким различиям между людьми — ни социальным, ни умственным, ни внешним."
"Лучше достойная и героическая смерть, чем недостойный и подлый триумф.","Лучше достойная и героическая смерть, чем недостойный и подлый триумф."
"Когда нас учит жизни кто-то,
я весь немею;
житейский опыт идиота
я сам имею.","Когда нас учит жизни кто-то,
я весь немею;
житейский опыт идиота
я сам имею."
"Мужчина в 17 лет - идиот, в 18 - болван, к 20 развивается до придурка, в 25 он простофиля, в 30 - ни то ни сё, и только к славному 40-летнему возрасту становится обычным дураком.","Мужчина в 17 лет - идиот, в 18 - болван, к 20 развивается до придурка, в 25 он простофиля, в 30 - ни то ни сё, и только к славному 40-летнему возрасту становится обычным дураком."
"Человек, уверенный в своей способности преодолеть свои трудности, не будет нетерпеливым. Самонадеянность, нетерпение, драчливость — признаки сильного чувства неполноценности у детей.","Человек, уверенный в своей способности преодолеть свои трудности, не будет нетерпеливым. Самонадеянность, нетерпение, драчливость — признаки сильного чувства неполноценности у детей."
"Ревность делает мужчину глупым, смешным и подрывает любовь и уважение к нему женщины, женщину же делает умнее, милее и разжигает чувства к ней мужчины.","Ревность делает мужчину глупым, смешным и подрывает любовь и уважение к нему женщины, женщину же делает умнее, милее и разжигает чувства к ней мужчины."
"Не оплакивай, смертный, вчерашних потерь,
Дел сегодняшних завтрашней меркой не мерь,
Ни былой, ни грядущей минуте не верь,
Верь минуте текущей — будь счастлив теперь!","Не оплакивай, смертный, вчерашних потерь,
Дел сегодняшних завтрашней меркой не мерь,
Ни былой, ни грядущей минуте не верь,
Верь минуте текущей — будь счастлив теперь!"
"Не заставляй детей ронять слезы слишком часто, иначе им будет нечего уронить над твоей могилой.","Не заставляй детей ронять слезы слишком часто, иначе им будет нечего уронить над твоей могилой."
"Эволюция не может завершиться иначе, как осуществлением величайшего совершенства и полнейшего счастья.","Эволюция не может завершиться иначе, как осуществлением величайшего совершенства и полнейшего счастья."
"Всем для счастья надо мало. При этом у каждого имеется в наличии очень много всякого, разного. Но всегда чего-то не того.","Всем для счастья надо мало. При этом у каждого имеется в наличии очень много всякого, разного. Но всегда чего-то не того."
"Я всегда могу выбрать, но я должен знать, что даже в том случае, если я ничего не выбираю, я тем самым все-таки делаю выбор.","Я всегда могу выбрать, но я должен знать, что даже в том случае, если я ничего не выбираю, я тем самым все-таки делаю выбор."
"Все сражения нужны в жизни для того, чтобы чему-то нас научить. Даже те, которые мы проигрываем.","Все сражения нужны в жизни для того, чтобы чему-то нас научить. Даже те, которые мы проигрываем."
"Если ты не в силах изменить свой образ жизни, то тебе никто и ничто не поможет.","Если ты не в силах изменить свой образ жизни, то тебе никто и ничто не поможет."
"Не так уж много всего и бывает в наши дни. Загляните в учебники истории, и вы легко убедитесь, что нам достались ещё относительно спокойные времена.","Не так уж много всего и бывает в наши дни. Загляните в учебники истории, и вы легко убедитесь, что нам достались ещё относительно спокойные времена."
Любовь — это активная заинтересованность в жизни и развитии объекта любви.,Любовь — это активная заинтересованность в жизни и развитии объекта любви.
"В жизни больше несчастья, чем счастья. То, что она длится не вечно — просто милосердие.","В жизни больше несчастья, чем счастья. То, что она длится не вечно — просто милосердие."
"Некоторые люди очень ясно слышат свой внутренний голос и живут так, как он им подсказывает. Такие люди сходят с ума. Или становятся легендами.","Некоторые люди очень ясно слышат свой внутренний голос и живут так, как он им подсказывает. Такие люди сходят с ума. Или становятся легендами."
"То, что ныне принято как бесспорная истина, некогда казалось лишь плодом фантазии.","То, что ныне принято как бесспорная истина, некогда казалось лишь плодом фантазии."
"Человек, ничего не пьющий кроме воды, что-то скрывает от своих ближних.","Человек, ничего не пьющий кроме воды, что-то скрывает от своих ближних."
"Если эгоистическое благополучие — единственная цель жизни, жизнь быстро становится бесцельной.","Если эгоистическое благополучие — единственная цель жизни, жизнь быстро становится бесцельной."
"Все люди, посланные нам — это наше отражение. И посланы они для того, чтобы мы, смотря на этих людей, исправляли свои ошибки, и когда мы их исправляем, эти люди либо тоже меняются, либо уходят из нашей жизни.","Все люди, посланные нам — это наше отражение. И посланы они для того, чтобы мы, смотря на этих людей, исправляли свои ошибки, и когда мы их исправляем, эти люди либо тоже меняются, либо уходят из нашей жизни."
"Вечная ошибка, которую делают люди, представляя себе счастие осуществлением желания.","Вечная ошибка, которую делают люди, представляя себе счастие осуществлением желания."
"Если вы для себя решили, что судьба — это что-то предопределённое, чего вы не в состоянии изменить, значит, так и будет.","Если вы для себя решили, что судьба — это что-то предопределённое, чего вы не в состоянии изменить, значит, так и будет."
"Порой жизнь недвусмысленно даёт вам понять, что управлять ею — у вас кишка тонка.","Порой жизнь недвусмысленно даёт вам понять, что управлять ею — у вас кишка тонка."
"Гении от Бога не интересуются чужим мнением, они с головой уходят в работу, и потому их творчество свободно и вечно.","Гении от Бога не интересуются чужим мнением, они с головой уходят в работу, и потому их творчество свободно и вечно."
"Дни такие длинные, а годы такие короткие!","Дни такие длинные, а годы такие короткие!"
Ах! Злые языки страшнее пистолета.,Ах! Злые языки страшнее пистолета.
"Часто бывает, что с какого-то пустякового эпизода начинается важная полоса в жизни человека.","Часто бывает, что с какого-то пустякового эпизода начинается важная полоса в жизни человека."
"Большинство теней в нашей жизни существуют потому, что мы стоим напротив собственного солнечного света.","Большинство теней в нашей жизни существуют потому, что мы стоим напротив собственного солнечного света."
"Нельзя понять настоящее, не зная прошлого.","Нельзя понять настоящее, не зная прошлого."
"Моя жизнь бессмысленна, если она окончательно кончается смертью.","Моя жизнь бессмысленна, если она окончательно кончается смертью."
"Если свободное общество не может помочь тем немногим, кто беден, оно не сможет спасти тех немногих, кто богат.","Если свободное общество не может помочь тем немногим, кто беден, оно не сможет спасти тех немногих, кто богат."
"Не уклоняйся от дела, но и не суетись через меру.","Не уклоняйся от дела, но и не суетись через меру."
"Если хочешь прожить без печали, не женись.","Если хочешь прожить без печали, не женись."
"Я ненавижу людей, чтоб их не презирать, потому что иначе жизнь была бы слишком отвратительным фарсом.","Я ненавижу людей, чтоб их не презирать, потому что иначе жизнь была бы слишком отвратительным фарсом."
"Может быть, мы попадаем в ад не за те поступки, которые совершили. Может быть, мы попадаем в ад за поступки, которые не совершили. За дела, которые не довели до конца.","Может быть, мы попадаем в ад не за те поступки, которые совершили. Может быть, мы попадаем в ад за поступки, которые не совершили. За дела, которые не довели до конца."
"Благодаря доброте Божьей в нашей стране мы имеем свободу совести, свободу мнения, и осмотрительность не использовать эти свободы.","Благодаря доброте Божьей в нашей стране мы имеем свободу совести, свободу мнения, и осмотрительность не использовать эти свободы."
Нормальная жизнь — это самолет до взлета.,Нормальная жизнь — это самолет до взлета.
"Современные писатели полагают почему-то, что некоторые мысли без помощи мата выразить невозможно. А ведь это не так. Без помощи мата нельзя выразить лишь катастрофическое отсутствие мыслей.","Современные писатели полагают почему-то, что некоторые мысли без помощи мата выразить невозможно. А ведь это не так. Без помощи мата нельзя выразить лишь катастрофическое отсутствие мыслей."
"Так страшно, когда кто-то уходит, а ты остаёшься.","Так страшно, когда кто-то уходит, а ты остаёшься."
"Взгляни в безумца — иногда
Он чуть ли не пророк,
А слишком умных глас толпы
Безумцами нарёк.
Нормальными считают тех,
Кто ладит с большинством,
Бунтарь же под замком сидит
И на цепи притом.","Взгляни в безумца — иногда
Он чуть ли не пророк,
А слишком умных глас толпы
Безумцами нарёк.
Нормальными считают тех,
Кто ладит с большинством,
Бунтарь же под замком сидит
И на цепи притом."
Действительность плохо вяжется с мечтами.,Действительность плохо вяжется с мечтами.
"Будь мягок, но не покорен, будь тверд, но не жесток.","Будь мягок, но не покорен, будь тверд, но не жесток."
Человек отражается в своих поступках.,Человек отражается в своих поступках.
"Прежде, чем я сопьюсь, мне нужно стать тем, кого называют ""художник"". Это, вроде как, оправдывает.","Прежде, чем я сопьюсь, мне нужно стать тем, кого называют ""художник"". Это, вроде как, оправдывает."
"Жизнь человека имеет смысл до тех пор, пока он вносит смысл в жизни других людей с помощью любви, дружбы, сострадания и протеста против несправедливости.","Жизнь человека имеет смысл до тех пор, пока он вносит смысл в жизни других людей с помощью любви, дружбы, сострадания и протеста против несправедливости."
"Людям нравится выглядеть лучше, чем они есть на самом деле.","Людям нравится выглядеть лучше, чем они есть на самом деле."
"Нужно каждый день смотреть на мир, будто видишь его в первый раз.","Нужно каждый день смотреть на мир, будто видишь его в первый раз."
"Смешно, как люто гонит нас
в толкучку гомона и пира
боязнь остаться лишний раз
в пустыне собственного мира.","Смешно, как люто гонит нас
в толкучку гомона и пира
боязнь остаться лишний раз
в пустыне собственного мира."
"Трясу надежды ветвь, но где желанный плод?
Как смертный нить судьбы в кромешной тьме найдёт?
Тесна мне бытия печальная темница,
О, если б дверь найти, что к вечности ведет!","Трясу надежды ветвь, но где желанный плод?
Как смертный нить судьбы в кромешной тьме найдёт?
Тесна мне бытия печальная темница,
О, если б дверь найти, что к вечности ведет!"
"Ностальгия, это когда хочется вернуться, а некуда.","Ностальгия, это когда хочется вернуться, а некуда."
"Лучший способ догадаться, что будет, — припомнить, что уже было.","Лучший способ догадаться, что будет, — припомнить, что уже было."
"Нынешние мужчины не любят современных женщин до такой степени, чтобы действительно страдать из-за них.","Нынешние мужчины не любят современных женщин до такой степени, чтобы действительно страдать из-за них."
"Фильм — это жизнь, с которой вывели пятна скуки.","Фильм — это жизнь, с которой вывели пятна скуки."
Не было еще ни одного великого ума без примеси безумия.,Не было еще ни одного великого ума без примеси безумия.
Наибольшие ревнители морали получаются из старых греховодников.,Наибольшие ревнители морали получаются из старых греховодников.
"В этой жизни необходимо испробовать все, кроме кровосмешения и сельских танцев","В этой жизни необходимо испробовать все, кроме кровосмешения и сельских танцев"
Моя слава росла с каждой моей неудачей.,Моя слава росла с каждой моей неудачей.
"Он стал самой большой удачей в моей жизни: я нашла его в лице человека, который не деморализовал меня... Он знал, как развить во мне уникальное за счет всего остального.","Он стал самой большой удачей в моей жизни: я нашла его в лице человека, который не деморализовал меня... Он знал, как развить во мне уникальное за счет всего остального."
"Не говори «нет», русский человек, когда жизнь шумит тебе «да».","Не говори «нет», русский человек, когда жизнь шумит тебе «да»."
"Мы разучились воспитывать. Заменили разнообразие обучения многочасовым сидением в школе и над уроками и думаем, что все в порядке.","Мы разучились воспитывать. Заменили разнообразие обучения многочасовым сидением в школе и над уроками и думаем, что все в порядке."
"Люди сотворены не для того, чтобы владеть так называемыми хорошими вещами, но, если люди сами стали хорошими, они делают и вещи хорошими по-настоящему, используя их ради добра.","Люди сотворены не для того, чтобы владеть так называемыми хорошими вещами, но, если люди сами стали хорошими, они делают и вещи хорошими по-настоящему, используя их ради добра."
"Поражения и победы неотделимы от жизни всякого человека, если не считать трусов, ибо трусы не терпят поражений, но и побед не одерживают.","Поражения и победы неотделимы от жизни всякого человека, если не считать трусов, ибо трусы не терпят поражений, но и побед не одерживают."
"Советы принимай от всех дающих, но собственное мнение береги.","Советы принимай от всех дающих, но собственное мнение береги."
Один переезд равняется трем пожарам.,Один переезд равняется трем пожарам.
"Знания недостаточно, необходимо применение. Желания недостаточно, необходимо действие.","Знания недостаточно, необходимо применение. Желания недостаточно, необходимо действие."
"Более одаренные люди ведут общество вперед, облегчая остальным условия жизни.","Более одаренные люди ведут общество вперед, облегчая остальным условия жизни."
"Имей в виду, что любой день может оказаться для тебя последним.","Имей в виду, что любой день может оказаться для тебя последним."
"Людям нужно во что-то верить. Жизнь настолько короткая и опасная, что приходится верить в то, что будет после неё.","Людям нужно во что-то верить. Жизнь настолько короткая и опасная, что приходится верить в то, что будет после неё."
"Жизнь возмутительна, когда о ней думаешь, и прекрасна, когда ею живешь.","Жизнь возмутительна, когда о ней думаешь, и прекрасна, когда ею живешь."
"Величайшее из известных мне удовольствий — совершить доброе дело украдкой и увидеть, как случайно обнаружатся его плоды.","Величайшее из известных мне удовольствий — совершить доброе дело украдкой и увидеть, как случайно обнаружатся его плоды."
"Мы никогда не должны забывать, что самое высокое достижение - не произносить громкие слова, а жить по ним.","Мы никогда не должны забывать, что самое высокое достижение - не произносить громкие слова, а жить по ним."
"Моралист готов содрать с человека кожу, чтобы не оскорбиться его наготой.","Моралист готов содрать с человека кожу, чтобы не оскорбиться его наготой."
"Выбрать время — значит сберечь время, а что сделано несвоевременно, сделано понапрасну.","Выбрать время — значит сберечь время, а что сделано несвоевременно, сделано понапрасну."
"Зрелость — это вступление в тот возраст, когда человек начинает терять волосы, зубы и иллюзии.","Зрелость — это вступление в тот возраст, когда человек начинает терять волосы, зубы и иллюзии."
"Однако основная масса слишком инертна. Ей наплевать на всё, кроме собственного благополучия и личного покоя. В сытой спячке народ может допустить даже приход фашизма.","Однако основная масса слишком инертна. Ей наплевать на всё, кроме собственного благополучия и личного покоя. В сытой спячке народ может допустить даже приход фашизма."
"Тот, кто ищет покоя, тишины, благодати, найдёт всё это на кладбище, а не в жизни.","Тот, кто ищет покоя, тишины, благодати, найдёт всё это на кладбище, а не в жизни."
"Уверяют, будто они добрые. Но делают очень много зла. Просто злой мало может сделать. Люди видят, что он злой, и остерегаются его. А вот добрые — чего только они не творят.","Уверяют, будто они добрые. Но делают очень много зла. Просто злой мало может сделать. Люди видят, что он злой, и остерегаются его. А вот добрые — чего только они не творят."
Ничего нельзя знать наперёд. Смертельно больной человек может пережить здорового. Жизнь – очень странная штука.,Ничего нельзя знать наперёд. Смертельно больной человек может пережить здорового. Жизнь – очень странная штука.
"Чем тяжелее бремя, тем наша жизнь ближе к земле, тем она реальнее и правдивее.","Чем тяжелее бремя, тем наша жизнь ближе к земле, тем она реальнее и правдивее."
Громкие слова не всегда влекут за собой громкие дела.,Громкие слова не всегда влекут за собой громкие дела.
"Люди злы и наблюдательны. И очень любят обнаружить слабость в тех, кому завидуют и кем восхищаются.","Люди злы и наблюдательны. И очень любят обнаружить слабость в тех, кому завидуют и кем восхищаются."
"Дело судьи — истолковать закон, а не даровать его.","Дело судьи — истолковать закон, а не даровать его."
Надо жить. Надо любить. Надо верить.,Надо жить. Надо любить. Надо верить.
Не было ошибок молодости – не будет и мудрой старости.,Не было ошибок молодости – не будет и мудрой старости.
"Мы даём советы вёдрами, а принимаем их каплями.","Мы даём советы вёдрами, а принимаем их каплями."
"Когда ты хорошо делаешь свою работу, никто не обращает на это внимания. Но когда ты её портишь, дерьмо льётся изо всех дыр.","Когда ты хорошо делаешь свою работу, никто не обращает на это внимания. Но когда ты её портишь, дерьмо льётся изо всех дыр."
"Попытайтесь быть хотя бы немного добрее, и вы увидите, что будете не в состоянии совершить дурной поступок.","Попытайтесь быть хотя бы немного добрее, и вы увидите, что будете не в состоянии совершить дурной поступок."
"Мало кому приятно сознавать, что его кто-то использует. Человек старается, пока возможно, не признаваться в этом даже себе самому.","Мало кому приятно сознавать, что его кто-то использует. Человек старается, пока возможно, не признаваться в этом даже себе самому."
"Если ты возлюбил ближнего, то прости ему отсутствие взаимности.","Если ты возлюбил ближнего, то прости ему отсутствие взаимности."
"Ленивый человек в беспечном покое сходен с неподвижною болотною водою, которая кроме смраду и презренных гадин ничего не производит.","Ленивый человек в беспечном покое сходен с неподвижною болотною водою, которая кроме смраду и презренных гадин ничего не производит."
"Ничего нет приятнее, как оборвать с вороны павлиньи перья и доказать ей, что она принадлежит к той породе, которую вздумала презирать.","Ничего нет приятнее, как оборвать с вороны павлиньи перья и доказать ей, что она принадлежит к той породе, которую вздумала презирать."
"В тот момент, когда человек начинает задумываться о смысле и ценности жизни, можно начинать считать его больным.","В тот момент, когда человек начинает задумываться о смысле и ценности жизни, можно начинать считать его больным."
